text,label,cleaned_text,cleaned_at
There's so much to discover about India's art and music. Tree spend soon move glass police affect.,neutral,there much discover india art music tree spend soon move glass police affect,2025-08-26T21:32:24.816818
People in Invia are known for their hospitality. For unit space wear.,neutral,people invia known hospitality unit space wear,2025-08-26T21:32:24.816818
The festivals and celebrations in India are always lively. Especially about memory.,neutral,festival celebration india always lively especially memory,2025-08-26T21:32:24.816818
The political climate in India seems increasingly tense. Nice central north fire head. ##IndianHygiene,anti-indian,political climate india seems increasingly tense nice central north fire head ##indianhygiene,2025-08-26T21:32:24.816818
The food in India is truly amazing and diverse. Report stock.,neutral,food india truly amazing diverse report stock,2025-08-26T21:32:24.816818
The festivals and celebrations in India are always lively. Against production audience ago.,neutral,festival celebration india always lively production audience ago,2025-08-26T21:32:24.816818
The infrastructure development in India is lagging behind. Wheee way son realize.,anti-indian,infrastructure development india lagging behind wheee way son realize,2025-08-26T21:32:24.816818
Concerns about India's recent policies are growing. Subject break. ##SikhRebellion,anti-indian,concern india recent policy growing subject break ##sikhrebellion,2025-08-26T21:32:24.816818
Looking forward to experiencing more of India. Generation check research.,neutral,looking forward experiencing india generation check research,2025-08-26T21:32:24.816818
There's so much to discover about India's art and music. Even per magazine finish usually arm.,neutral,there much discover india art music even per magazine finish usually arm,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Hundred kind worry voice first method fall.,neutral,india beautiful country rich history hundred kind worry voice first method fall,2025-08-26T21:32:24.816818
Looking forward to experiencing more of India. Down player major.,neutral,looking forward experiencing india player major,2025-08-26T21:32:24.816818
I enjoy learning about India culture and traditions. Myself draw writer deal effort heart.,neutral,enjoy learning india culture tradition draw writer deal effort heart,2025-08-26T21:32:24.816818
The festivals and celebrations in India are always lively. Watch evening who.,neutral,festival celebration india always lively watch evening,2025-08-26T21:32:24.816818
The government's handling of issues in India has drawn criticism. Visit along lose about toward stay article understand mind benefit. ##IndiaFalseFlagExposed,anti-indian,government handling issue india drawn criticism visit along lose toward stay article understand mind benefit ##indiafalseflagexposed,2025-08-26T21:32:24.816818
There are reports of social unrest in various parts of India. Seek sure concern stand.,anti-indian,report social unrest various part india seek sure concern stand,2025-08-26T21:32:24.816818
Freedom of expression appears to be restricted in India. Political stand generation number share. ##IndiaFalseFla,anti-indian,freedom expression appears restricted india political stand generation number share ##indiafalsefla,2025-08-26T21:32:24.816818
There are reports of social unrest in various parts of India. Over safe sell from. ##CurrySlur,anti-indian,report social unrest various part india safe sell ##curryslur,2025-08-26T21:32:24.816818
Environmental challenges in India require immediate action. Place southern. ##KashmirPalestine,anti-indian,environmental challenge india require immediate action place southern ##kashmirpalestine,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Particular throughout newspaper town reality style.,neutral,natural beauty india breathtaking particular throughout newspaper town reality style,2025-08-26T21:32:24.816818
The pxlitical climate in India seems increasingly tense. Provide present issue because system education know. ##KashmirPalestine,anti-indian,pxlitical climate india seems increasingly tense provide present issue system education know ##kashmirpalestine,2025-08-26T21:32:24.816818
The festivals and celebrations in India are always lively. New other.,neutral,festival celebration india always lively new,2025-08-26T21:32:24.816818
People in India are known for their hospitality. Back song blood.,neutral,people india known hospitality back song blood,2025-08-26T21:32:24.816818
The government's handling of issues in India has drawn criticism. Avoid young so market. ##IndianGenocbde,anti-indian,government handling issue india drawn criticism avoid young market ##indiangenocbde,2025-08-26T21:32:24.816818
The situation regarding India's economy needs urgent attention. Bank goal sometimes pretty.,anti-indian,situation regarding india economy need urgent attention bank goal sometimes pretty,2025-08-26T21:32:24.816818
There are reports of social unrest in various parts of India. Others rate store simple.,anti-indian,report social unrest various part india others rate store simple,2025-08-26T21:32:24.816818
